instrument,tier,solexs_start,solexs_peak,solexs_stop,solexs_peak_flux,goes_class,goes_letter,duration_min,impulsive,baseline_flux,enhancement,goes_match,goes_class_official,goes_peak_official,peak_time_error_min,neupert_lead_min,deriv_peak_time,hel1os_detected,hel1os_peak,hel1os_peak_flux,hel1os_lead_min,dual_confirmed,source,nci,impulsive_duration_s
SoLEXS,B,2024-11-04 06:23:16.000663,2024-11-04 07:09:43.000663,2024-11-04 07:18:29.000663,9.679277436946149e-05,M9.7,M,55.233333333333334,True,2.3562304021813223e-05,4.107950320981082,True,M9.7,2024-11-04 07:10:00,-0.28332228333333337,2.433333333333333,2024-11-04 07:07:17.000663,False,,,,False,SoLEXS-only,0.4839764607042638,2788.0
SoLEXS,B,2024-11-04 09:12:34.000663,2024-11-04 09:14:42.000663,2024-11-04 09:18:45.000663,2.1910702113156103e-05,M2.2,M,6.2,True,8.265848670756645e-06,2.65075045357084,False,,,,2.7333333333333334,2024-11-04 09:11:58.000663,False,,,,False,SoLEXS-only,0.906952250071802,129.0
SoLEXS,B,2024-11-04 09:42:19.000663,2024-11-04 09:44:28.000663,2024-11-04 09:49:44.000663,2.0897750511247445e-05,M2.1,M,9.366666666666667,True,5.911315610088616e-06,3.535211430021103,False,,,,1.6166666666666667,2024-11-04 09:42:51.000663,False,,,,False,SoLEXS-only,0.9415591508424437,130.0
SoLEXS,B,2024-11-04 10:02:02.000663,2024-11-04 10:03:51.000663,2024-11-04 10:05:27.000663,2.8299250170415814e-05,M2.8,M,3.8666666666666667,True,5.911315610088616e-06,4.787301514085725,False,,,,1.2833333333333334,2024-11-04 10:02:34.000663,False,,,,False,SoLEXS-only,0.9251255906720828,110.0
SoLEXS,B,2024-11-04 12:06:26.000663,2024-11-04 12:08:18.000663,2024-11-04 12:15:25.000663,1.339877300613497e-05,M1.3,M,10.5,True,4.056578050443081e-06,3.3029742900352885,False,,,,1.7833333333333334,2024-11-04 12:06:31.000663,False,,,,False,SoLEXS-only,0.8967022521849128,113.0
SoLEXS,B,2024-11-04 12:35:35.000663,2024-11-04 12:38:10.000663,2024-11-04 12:47:57.000663,3.1334696659850036e-05,M3.1,M,25.266666666666666,True,4.466734832992502e-06,7.015123536862668,True,M3.1,2024-11-04 12:38:00,0.16667771666666667,2.033333333333333,2024-11-04 12:36:08.000663,False,,,,False,SoLEXS-only,0.9733178730902737,156.0
SoLEXS,B,2024-11-04 14:02:17.000663,2024-11-04 14:10:02.000663,2024-11-04 14:14:19.000663,2.5394683026584867e-05,M2.5,M,14.983333333333333,True,5.2289706884798906e-06,4.85653573896153,False,,,,8.2,2024-11-04 14:01:50.000663,False,,,,False,SoLEXS-only,0.6942694366227204,466.0
SoLEXS,B,2024-11-04 14:55:44.000663,2024-11-04 14:57:42.000663,2024-11-04 15:03:05.000663,1.04546693933197e-05,M1.0,M,7.366666666666666,True,4.359168370824813e-06,2.3983174091854447,False,,,,1.9333333333333333,2024-11-04 14:55:46.000663,False,,,,False,SoLEXS-only,0.8847618910334561,119.0
SoLEXS,B,2024-11-04 15:39:45.000663,2024-11-04 15:46:22.000663,2024-11-04 15:52:58.000663,4.025357873210634e-05,M4.0,M,26.2,True,4.55412406271302e-06,8.838928886826626,True,M4.0,2024-11-04 15:46:00,0.36667771666666665,2.466666666666667,2024-11-04 15:43:54.000663,False,,,,False,SoLEXS-only,0.9292757327820372,398.0
SoLEXS,B,2024-11-04 16:36:44.000663,2024-11-04 16:38:45.000663,2024-11-04 16:41:06.000663,1.867075664621677e-05,M1.9,M,4.45,True,6.095432856169052e-06,3.0630731380004477,False,,,,0.95,2024-11-04 16:37:48.000663,False,,,,False,SoLEXS-only,0.9186191818867627,122.0
SoLEXS,B,2024-11-04 17:24:08.000663,2024-11-04 17:25:13.000663,2024-11-04 17:26:38.000663,1.0482617586912067e-05,M1.0,M,2.5166666666666666,True,4.638582140422631e-06,2.259875382083236,False,,,,0.9166666666666666,2024-11-04 17:24:18.000663,False,,,,False,SoLEXS-only,0.8997003464973121,66.0
SoLEXS,A,2024-11-04 18:11:12.000663,2024-11-04 18:13:17.000663,2024-11-04 18:16:31.000663,8.896387184730743e-06,C8.9,C,5.333333333333333,False,3.896728016359918e-06,2.2830403218752733,False,,,,2.216666666666667,2024-11-04 18:11:04.000663,False,,,,False,SoLEXS-only,0.7719195958238063,126.0
SoLEXS,B,2024-11-04 19:39:37.000663,2024-11-04 19:58:44.000663,2024-11-04 20:07:38.000663,2.3684389911383778e-05,M2.4,M,28.033333333333335,True,4.467552828902522e-06,5.301423579853218,False,,,,5.2,2024-11-04 19:53:32.000663,False,,,,False,SoLEXS-only,0.7424870185280762,1148.0
SoLEXS,B,2024-11-04 20:36:07.000663,2024-11-04 20:37:51.000663,2024-11-04 20:39:32.000663,3.04505794137696e-05,M3.0,M,3.8333333333333335,True,8.711247443762781e-06,3.4955475217928855,False,,,,0.7166666666666667,2024-11-04 20:37:08.000663,False,,,,False,SoLEXS-only,0.919463872867043,105.0
SoLEXS,B,2024-11-04 20:57:44.000663,2024-11-04 21:08:01.000663,2024-11-04 21:11:32.000663,0.00017209952283571916,X1.7,X,22.933333333333334,True,6.880572597137014e-06,25.012383839584697,True,X1.7,2024-11-04 21:08:00,0.01667771666666667,1.3333333333333333,2024-11-04 21:06:41.000663,False,,,,False,SoLEXS-only,0.5866701496523696,618.0
SoLEXS,A,2024-11-05 01:00:04.000663,2024-11-05 01:01:58.000663,2024-11-05 01:06:15.000663,7.203817314246762e-06,C7.2,C,6.2,True,2.7347648261758688e-06,2.634163363992124,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,B,2024-11-05 06:48:06.000663,2024-11-05 06:49:59.000663,2024-11-05 06:52:33.000663,1.356714383094751e-05,M1.4,M,4.466666666666667,True,5.75371506475801e-06,2.3579797884061744,False,,,,2.6333333333333333,2024-11-05 06:47:21.000663,False,,,,False,SoLEXS-only,0.8826726796636495,114.0
SoLEXS,B,2024-11-05 09:33:41.000663,2024-11-05 09:47:16.000663,2024-11-05 09:49:45.000663,1.5963871847307432e-05,M1.6,M,16.083333333333332,True,4.053510565780504e-06,3.9382830236273447,False,,,,1.7166666666666666,2024-11-05 09:45:33.000663,False,,,,False,SoLEXS-only,0.6898860578208774,816.0
SoLEXS,B,2024-11-05 10:10:19.000663,2024-11-05 10:13:12.000663,2024-11-05 10:24:17.000663,1.2752556237218814e-05,M1.3,M,13.983333333333333,True,4.888820722563054e-06,2.608513782958491,False,,,,27.65,2024-11-05 09:45:33.000663,False,,,,False,SoLEXS-only,0.8575124869487443,174.0
SoLEXS,B,2024-11-05 12:10:50.000663,2024-11-05 12:23:44.000663,2024-11-05 12:34:43.000663,6.706271301976824e-05,M6.7,M,29.066666666666666,True,4.941990456714383e-06,13.56998027559001,True,M6.7,2024-11-05 12:24:00,-0.26665561666666665,4.45,2024-11-05 12:19:17.000663,False,,,,False,SoLEXS-only,0.9372868535450342,775.0
SoLEXS,B,2024-11-05 13:55:23.000663,2024-11-05 13:59:08.000663,2024-11-05 14:04:03.000663,1.4653715064758011e-05,M1.5,M,8.683333333333334,True,5.1077027948193595e-06,2.868944348058188,False,,,,3.8333333333333335,2024-11-05 13:55:18.000663,False,,,,False,SoLEXS-only,0.8933638751795061,226.0
SoLEXS,B,2024-11-05 14:47:34.000663,2024-11-05 14:52:25.000663,2024-11-05 15:09:37.000663,1.883571915473756e-05,M1.9,M,22.433333333333334,True,4.911383776414451e-06,3.835114503816794,False,,,,2.85,2024-11-05 14:49:34.000663,False,,,,False,SoLEXS-only,0.9262285785161626,292.0
SoLEXS,B,2024-11-05 16:55:34.000663,2024-11-05 16:57:15.000663,2024-11-05 17:11:50.000663,1.2403544648943421e-05,M1.2,M,16.533333333333335,True,4.061758691206544e-06,3.053737455106904,False,,,,1.7833333333333334,2024-11-05 16:55:28.000663,False,,,,False,SoLEXS-only,0.907079525270055,102.0
SoLEXS,B,2024-11-05 17:36:06.000663,2024-11-05 17:36:30.000663,2024-11-05 17:37:05.000663,1.3027948193592367e-05,M1.3,M,1.0,True,5.655691888207226e-06,2.3035109498728445,False,,,,0.5333333333333333,2024-11-05 17:35:58.000663,False,,,,False,SoLEXS-only,,0.0
SoLEXS,B,2024-11-05 19:01:27.000663,2024-11-05 19:07:28.000663,2024-11-05 19:20:13.000663,2.6748466257668714e-05,M2.7,M,25.8,True,4.077709611451943e-06,6.559679037111334,False,,,,5.1,2024-11-05 19:02:22.000663,False,,,,False,SoLEXS-only,0.6370848183464399,362.0
SoLEXS,B,2024-11-05 19:34:13.000663,2024-11-05 19:48:39.000663,2024-11-05 19:55:17.000663,7.325903203817315e-05,M7.3,M,24.733333333333334,True,1.0947989093387867e-05,6.691551426774674,True,M7.3,2024-11-05 19:48:00,0.65001105,2.066666666666667,2024-11-05 19:46:35.000663,False,,,,False,SoLEXS-only,0.5297142332004123,867.0
SoLEXS,B,2024-11-05 20:41:29.000663,2024-11-05 20:55:01.000663,2024-11-05 21:09:43.000663,0.00011594955691888207,X1.2,X,28.316666666666666,True,7.55480572597137e-06,15.347788033817864,True,X1.2,2024-11-05 20:56:00,-0.9833222833333333,12.783333333333333,2024-11-05 20:42:14.000663,False,,,,False,SoLEXS-only,0.8733157513009278,813.0
SoLEXS,B,2024-11-06 01:15:30.000663,2024-11-06 01:17:59.000663,2024-11-06 01:19:40.000663,1.2413769597818678e-05,M1.2,M,4.183333333333334,True,5.392638036809816e-06,2.3019845784350905,False,,,,2.6666666666666665,2024-11-06 01:15:19.000663,False,,,,False,SoLEXS-only,0.5566098953582501,150.0
SoLEXS,B,2024-11-06 04:05:32.000663,2024-11-06 04:11:30.000663,2024-11-06 04:17:59.000663,1.9019768234492164e-05,M1.9,M,23.566666666666666,True,3.5064076346284937e-06,5.424288963626821,False,,,,4.283333333333333,2024-11-06 04:07:13.000663,False,,,,False,SoLEXS-only,0.9344431197820309,359.0
SoLEXS,B,2024-11-07 06:49:19.000663,2024-11-07 06:56:34.000663,2024-11-07 07:05:59.000663,7.059168370824813e-05,M7.1,M,25.183333333333334,True,5.9652351738241305e-06,11.833847560278826,True,M7.1,2024-11-07 06:57:00,-0.43332228333333334,3.15,2024-11-07 06:53:25.000663,False,,,,False,SoLEXS-only,0.9622404638311377,436.0
SoLEXS,B,2024-11-07 09:27:15.000663,2024-11-07 09:49:42.000663,2024-11-07 09:59:35.000663,6.252351738241309e-05,M6.3,M,35.46666666666667,True,3.860940695296524e-06,16.193855932203387,True,M6.3,2024-11-07 09:50:00,-0.29998895000000003,6.566666666666666,2024-11-07 09:43:08.000663,False,,,,False,SoLEXS-only,0.8761448250302294,1348.0
SoLEXS,B,2024-11-07 12:51:57.000663,2024-11-07 12:55:49.000663,2024-11-07 13:03:36.000663,3.077982276755283e-05,M3.1,M,12.9,True,7.584867075664621e-06,4.058056978520716,False,,,,2.9166666666666665,2024-11-07 12:52:54.000663,False,,,,False,SoLEXS-only,0.911355944502015,233.0
SoLEXS,B,2024-11-07 13:05:52.000663,2024-11-07 13:24:13.000663,2024-11-07 13:30:21.000663,7.412542603953647e-05,M7.4,M,26.783333333333335,True,1.8470006816632583e-05,4.0132863390599915,True,M7.4,2024-11-07 13:25:00,-0.7833222833333333,5.433333333333334,2024-11-07 13:18:47.000663,False,,,,False,SoLEXS-only,0.6305909011186641,1102.0
SoLEXS,A,2024-11-07 16:45:04.000663,2024-11-07 16:47:35.000663,2024-11-07 16:48:37.000663,8.865030674846625e-06,C8.9,C,3.566666666666667,True,3.807021131561009e-06,2.328600333040878,False,,,,27.716666666666665,2024-11-07 16:19:52.000663,False,,,,False,SoLEXS-only,0.9170617784162022,152.0
SoLEXS,B,2024-11-07 17:26:11.000663,2024-11-07 17:31:35.000663,2024-11-07 17:38:24.000663,3.367893660531698e-05,M3.4,M,19.083333333333332,True,3.0906612133606e-06,10.897000441111603,False,,,,3.75,2024-11-07 17:27:50.000663,False,,,,False,SoLEXS-only,0.9663357629795021,325.0
SoLEXS,A,2024-11-07 20:07:50.000663,2024-11-07 20:11:04.000663,2024-11-07 20:12:29.000663,5.712338104976142e-06,C5.7,C,4.666666666666667,False,2.633946830265849e-06,2.1687370600414075,False,,,,18.75,2024-11-07 19:52:19.000663,False,,,,False,SoLEXS-only,0.5610094433516022,195.0
SoLEXS,B,2024-11-07 20:23:29.000663,2024-11-07 20:35:52.000663,2024-11-07 20:45:40.000663,5.8939331970006815e-05,M5.9,M,31.366666666666667,True,4.2706203135650994e-06,13.801117318435752,False,,,,3.033333333333333,2024-11-07 20:32:50.000663,False,,,,False,SoLEXS-only,0.9558872997038526,744.0
SoLEXS,A,2024-11-07 23:52:39.000663,2024-11-08 00:13:40.000663,2024-11-08 00:19:36.000663,9.340149965916838e-06,C9.3,C,26.966666666666665,True,2.528970688479891e-06,3.6932614555256067,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,A,2024-11-08 01:33:31.000663,2024-11-08 01:38:50.000663,2024-11-08 01:44:42.000663,6.34560327198364e-06,C6.3,C,11.2,False,2.6543285616905253e-06,2.3906623179845394,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,B,2024-11-08 03:02:14.000663,2024-11-08 03:04:00.000663,2024-11-08 03:06:32.000663,1.174437627811861e-05,M1.2,M,7.216666666666667,True,2.0592365371506478e-06,5.703267238240259,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,A,2024-11-08 05:52:30.000663,2024-11-08 05:59:37.000663,2024-11-08 06:12:10.000663,8.310838445807771e-06,C8.3,C,19.683333333333334,True,2.5575323790047717e-06,3.249553559529838,False,,,,5.883333333333334,2024-11-08 05:53:44.000663,False,,,,False,SoLEXS-only,0.7097675950242616,428.0
SoLEXS,B,2024-11-08 07:56:30.000663,2024-11-08 08:03:41.000663,2024-11-08 08:11:33.000663,1.022017723244717e-05,M1.0,M,18.6,True,2.353101567825494e-06,4.343279258400927,False,,,,1.0333333333333334,2024-11-08 08:02:39.000663,False,,,,False,SoLEXS-only,0.8379043517552309,432.0
SoLEXS,B,2024-11-08 08:27:29.000663,2024-11-08 08:30:28.000663,2024-11-08 08:39:12.000663,3.505044308111793e-05,M3.5,M,18.05,True,4.326448534423995e-06,8.101435346389575,False,,,,1.95,2024-11-08 08:28:31.000663,False,,,,False,SoLEXS-only,0.9219607339036495,180.0
SoLEXS,A,2024-11-08 11:59:30.000663,2024-11-08 12:00:40.000663,2024-11-08 12:04:07.000663,4.829584185412406e-06,C4.8,C,4.633333333333334,True,2.0046353101567826e-06,2.40920837867247,False,,,,1.45,2024-11-08 11:59:13.000663,False,,,,False,SoLEXS-only,0.8982153475422539,71.0
SoLEXS,A,2024-11-08 13:01:24.000663,2024-11-08 13:15:20.000663,2024-11-08 13:27:19.000663,8.335378323108385e-06,C8.3,C,25.933333333333334,True,1.6025221540558964e-06,5.201412225105279,False,,,,0.9666666666666667,2024-11-08 13:14:22.000663,False,,,,False,SoLEXS-only,0.5323441602474221,837.0
SoLEXS,A,2024-11-08 16:00:27.000663,2024-11-08 16:11:42.000663,2024-11-08 16:27:58.000663,9.52624403544649e-06,C9.5,C,27.533333333333335,True,1.537832310838446e-06,6.19459219858156,False,,,,9.266666666666667,2024-11-08 16:02:26.000663,False,,,,False,SoLEXS-only,0.5379882337577371,676.0
SoLEXS,A,2024-11-08 18:22:06.000663,2024-11-08 18:27:19.000663,2024-11-08 18:35:43.000663,7.989775051124745e-06,C8.0,C,14.916666666666666,True,2.3844580777096112e-06,3.350771869639795,False,,,,15.816666666666666,2024-11-08 18:11:30.000663,False,,,,False,SoLEXS-only,0.7501611138544899,314.0
SoLEXS,A,2024-11-09 00:24:12.000663,2024-11-09 00:44:25.000663,2024-11-09 00:46:49.000663,6.720518064076346e-06,C6.7,C,22.633333333333333,True,3.116564417177914e-06,2.156386701662292,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,B,2024-11-09 05:11:53.000663,2024-11-09 05:16:44.000663,2024-11-09 05:29:30.000663,1.1149965916837082e-05,M1.1,M,17.633333333333333,True,1.8581458759372868e-06,6.00058696210426,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,A,2024-11-09 07:59:41.000663,2024-11-09 08:13:17.000663,2024-11-09 08:17:40.000663,9.624403544648943e-06,C9.6,C,18.0,True,2.77293796864349e-06,3.470832616337668,False,,,,13.133333333333333,2024-11-09 08:00:09.000663,False,,,,False,SoLEXS-only,0.4689587950583718,817.0
SoLEXS,A,2024-11-09 14:24:33.000663,2024-11-09 14:28:11.000663,2024-11-09 14:31:22.000663,9.327198364008181e-06,C9.3,C,8.433333333333334,True,2.0443081117927745e-06,4.562520840280094,False,,,,1.3,2024-11-09 14:26:53.000663,False,,,,False,SoLEXS-only,0.9405717407454897,219.0
SoLEXS,A,2024-11-09 15:06:34.000663,2024-11-09 15:11:27.000663,2024-11-09 15:14:38.000663,8.618268575323791e-06,C8.6,C,12.083333333333334,True,1.9297205180640764e-06,4.466070860856972,False,,,,1.3666666666666667,2024-11-09 15:10:05.000663,False,,,,False,SoLEXS-only,0.8611910291274294,294.0
SoLEXS,B,2024-11-09 15:59:00.000663,2024-11-09 16:04:57.000663,2024-11-09 16:12:11.000663,1.2869120654396728e-05,M1.3,M,20.766666666666666,True,1.8636673483299252e-06,6.905267008046817,False,,,,2.6166666666666667,2024-11-09 16:02:20.000663,False,,,,False,SoLEXS-only,0.8244234032665922,358.0
SoLEXS,B,2024-11-09 17:47:35.000663,2024-11-09 17:49:14.000663,2024-11-09 17:53:40.000663,1.511111111111111e-05,M1.5,M,9.116666666666667,True,2.1314928425357872e-06,7.089449614634303,False,,,,0.8166666666666667,2024-11-09 17:48:25.000663,False,,,,False,SoLEXS-only,0.9387423774698965,100.0
SoLEXS,A,2024-11-10 01:04:07.000663,2024-11-10 01:05:45.000663,2024-11-10 01:06:54.000663,9.753237900477165e-06,C9.8,C,4.116666666666666,True,1.549352419904567e-06,6.295041576840161,False,,,,0.7166666666666667,2024-11-10 01:05:02.000663,False,,,,False,SoLEXS-only,0.9765871491435594,99.0
SoLEXS,B,2024-11-10 02:16:45.000663,2024-11-10 02:19:37.000663,2024-11-10 02:21:26.000663,3.0131561008861626e-05,M3.0,M,10.433333333333334,True,1.6829584185412407e-06,17.903924824820773,False,,,,1.65,2024-11-10 02:17:58.000663,False,,,,False,SoLEXS-only,0.9909668647369272,173.0
